ep,seed,makespan,done,total,reward,soft,hardExecuted,hardMask,travel,setup,move
1,101,259.905,24,24,265.8599157333374,7,0,10,16.900140859150028,100.0,169.00140859150025
2,102,412.024,24,24,227.3389856815338,4,0,24,38.60168375678791,190.0,386.01683756787907
3,103,413.652,24,24,244.61084365844727,4,0,22,28.98191605077324,160.0,289.81916050773236
4,104,430.809,24,24,251.09583377838135,7,0,32,24.006938263959054,110.0,240.06938263959057
5,105,292.522,24,24,260.10048723220825,4,0,9,15.665854621204375,150.0,156.65854621204375
6,106,348.998,24,24,264.6431312561035,4,0,30,22.261446049965123,120.0,222.6144604996512
7,107,351.621,24,24,261.8802185058594,6,0,21,12.699624669000329,120.0,126.99624669000329
8,108,318.438,24,24,237.18585872650146,8,0,11,22.19023208961076,150.0,221.90232089610757
9,109,328.322,24,24,216.23607635498047,11,0,8,27.106540888037703,150.0,271.065408880377
10,110,256.762,24,24,244.94402027130127,9,0,1,15.926631895585984,130.0,159.26631895585987
11,101,265.495,24,24,265.276780128479,6,0,4,13.70536795075079,120.0,137.0536795075079
12,102,273.766,24,24,251.13195550441742,6,0,5,29.78005944066672,130.0,297.80059440666713
13,103,362.033,24,24,226.86118412017822,8,0,15,31.898016577537852,150.0,318.9801657753785
14,104,265.234,24,24,280.0906057357788,5,0,3,15.68232681007363,90.0,156.82326810073633
15,105,303.247,24,24,241.95794582366943,12,0,13,11.736732497873497,100.0,117.36732497873497
16,106,299.947,24,24,233.6475052833557,8,0,7,33.087488831315184,140.0,330.8748883131518
17,107,389.867,24,24,231.6765899658203,9,0,34,15.53900523466563,150.0,155.39005234665632
18,108,306.934,24,24,252.0448546409607,4,0,11,26.591894638822044,150.0,265.9189463882205
19,109,323.152,24,24,246.09114599227905,6,0,17,25.681423398466993,140.0,256.81423398466995
20,110,262.543,24,24,272.47075831890106,6,0,3,13.382063710776618,100.0,133.82063710776615
21,101,310.124,24,24,260.1248095035553,8,0,10,14.791972341671093,100.0,147.91972341671092
22,102,336.297,24,24,262.84126901626587,3,0,11,16.097879505183545,150.0,160.97879505183542
23,103,336.195,24,24,226.57692646980286,9,0,12,29.03844495093435,150.0,290.3844495093434
24,104,289.735,24,24,248.06381499767303,9,0,10,20.726964238221196,110.0,207.26964238221194
25,105,256.856,24,24,260.8605419397354,8,0,1,11.06576169309486,110.0,110.65761693094858
26,106,333.292,24,24,232.71940755844116,8,0,17,24.634318097466462,150.0,246.34318097466465
27,107,305.098,24,24,238.79342579841614,10,0,16,13.677625541216797,130.0,136.77625541216796
28,108,356.472,24,24,247.33472633361816,4,0,11,29.44211999187144,160.0,294.4211999187144
29,109,291.019,24,24,241.43050003051758,6,0,6,19.282493918056336,170.0,192.82493918056338
30,110,414.612,24,24,266.2455475330353,3,0,29,12.090752652207998,140.0,120.90752652207999
31,101,269.294,24,24,269.2375454902649,7,0,4,10.437414234521931,100.0,104.37414234521931
32,102,288.963,24,24,245.88423001766205,9,0,6,26.026282980794647,110.0,260.26282980794645
33,103,309.724,24,24,231.3821473121643,8,0,8,27.696421865482055,150.0,276.96421865482057
34,104,310.652,24,24,237.39116621017456,10,0,10,23.514716548501323,120.0,235.14716548501326
35,105,282.815,24,24,263.64933681488037,5,0,9,17.25111262880617,130.0,172.51112628806166
36,106,257.438,24,24,252.14044761657715,8,0,6,25.599246489686823,110.0,255.9924648968682
37,107,367.857,24,24,215.49066573381424,12,0,23,26.682224949629376,140.0,266.8222494962938
38,108,303.113,24,24,249.1822509765625,6,0,5,25.529582610795813,140.0,255.29582610795816
39,109,265.721,24,24,255.5830545425415,5,0,6,30.694902971178777,130.0,306.9490297117877
40,110,378.839,24,24,257.173637509346,5,0,23,13.04392673153028,140.0,130.4392673153028
41,101,321.1,24,24,275.1873140335083,2,0,7,26.354466640030136,120.0,263.54466640030137
42,102,342.04,24,24,255.3854022026062,5,0,12,27.690988658164027,130.0,276.90988658164025
43,103,325.501,24,24,245.17121410369873,6,0,11,27.214627904510927,140.0,272.1462790451093
44,104,368.791,24,24,248.07451725006104,7,0,32,24.875782340642406,120.0,248.75782340642402
45,105,290.662,24,24,265.3164210319519,7,0,8,10.305962590217641,110.0,103.0596259021764
46,106,393.069,24,24,248.56600093841553,5,0,18,27.389999774760323,140.0,273.89999774760327
47,107,485.253,24,24,261.41422033309937,4,0,42,13.476292851686388,130.0,134.76292851686387
48,108,290.201,24,24,208.50728797912598,15,0,8,18.321177236799063,140.0,183.2117723679907
49,109,399.005,24,24,225.94786548614502,7,0,20,24.25354922662484,180.0,242.53549226624835
50,110,292.022,24,24,236.831808924675,6,0,7,24.446983613397876,170.0,244.46983613397876
51,101,296.949,24,24,264.6761450767517,5,0,12,19.70640590933268,120.0,197.06405909332685
52,102,329.571,24,24,241.79626893997192,7,0,18,24.506204285607186,140.0,245.06204285607177
53,103,338.946,24,24,242.6792242527008,7,0,14,29.70129011125959,130.0,297.0129011125959
54,104,326.133,24,24,267.73531770706177,6,0,16,20.44111678865231,90.0,204.41116788652306
55,105,318.277,24,24,227.16399264335632,12,0,7,16.393347749699853,130.0,163.93347749699856
56,106,306.522,24,24,245.8271827697754,7,0,11,20.288032094688855,140.0,202.88032094688847
57,107,360.858,24,24,227.86191487312317,13,0,28,11.063474396337751,120.0,110.63474396337752
58,108,267.963,24,24,265.02939796447754,5,0,7,14.95098576855131,130.0,149.5098576855131
59,109,312.81,24,24,237.69739055633545,7,0,4,23.004329962341004,160.0,230.04329962341004
60,110,326.597,24,24,276.8911757469177,3,0,11,15.181372182666186,120.0,151.81372182666186
61,101,274.022,24,24,252.643941283226,5,0,10,21.426755509628695,150.0,214.2675550962869
62,102,329.952,24,24,244.88679939508438,6,0,9,23.521997922727653,150.0,235.21997922727655
63,103,441.34,24,24,211.86025846004486,12,0,22,27.73288433402113,140.0,277.3288433402113
64,104,400.193,24,24,229.61805248260498,12,0,29,20.63658089714161,110.0,206.36580897141613
65,105,293.909,24,24,261.70714950561523,4,0,9,12.15474881648212,150.0,121.54748816482122
66,106,318.275,24,24,231.93010449409485,10,0,15,18.44982573232631,140.0,184.49825732326315
67,107,403.687,24,24,229.0457500219345,6,0,27,24.92374277341729,180.0,249.2374277341729
68,108,329.544,24,24,234.73761868476868,6,0,9,27.937289338064858,170.0,279.3728933806486
69,109,319.402,24,24,224.62194204330444,8,0,7,28.130087484357148,170.0,281.3008748435715
