level,ep,seed,makespan,done,total,reward,soft,hardExecuted,hardMask,travel,setup,move
L1_2C12L,58,108,218.645,12,12,184.96998357772827,3,0,4,10.100057971657376,70.0,101.00057971657375
L1_2C12L,59,109,205.749,12,12,186.36913967132568,1,0,0,15.43621339770721,80.0,154.36213397707212
L1_2C12L,60,110,190.68,12,12,189.85870170593262,2,0,0,20.470983967868186,60.0,204.70983967868187
L2_3C24L,1,101,274.519,24,24,286.77231526374817,4,0,10,17.425601861423267,110.0,174.25601861423266
L2_3C24L,2,102,274.249,24,24,294.25866317749023,2,0,5,22.471106156196775,110.0,224.71106156196774
L2_3C24L,3,103,269.95,24,24,274.6827030181885,7,0,12,19.3909914374566,120.0,193.909914374566
L2_3C24L,4,104,248.925,24,24,284.5242328643799,7,0,6,13.252552362737958,100.0,132.52552362737956
L2_3C24L,5,105,350.394,24,24,281.3787045478821,1,0,16,10.404314727128362,150.0,104.04314727128363
L2_3C24L,6,106,256.809,24,24,288.6899585723877,3,0,7,17.700126197689777,120.0,177.00126197689778
L2_3C24L,7,107,368.588,24,24,295.69635486602783,6,0,26,14.345474945083597,70.0,143.45474945083595
L2_3C24L,8,108,292.088,24,24,284.49685764312744,5,0,5,18.34377989991136,110.0,183.43779899911362
L2_3C24L,9,109,480.571,24,24,269.8593201637268,3,0,37,27.135561671068835,140.0,271.35561671068837
L2_3C24L,10,110,268.169,24,24,276.6421251296997,10,0,3,12.859592303765636,100.0,128.59592303765638
L2_3C24L,11,101,270.968,24,24,302.9058504104614,1,0,2,16.98049734907262,100.0,169.8049734907262
L2_3C24L,12,102,391.563,24,24,252.02354288101196,7,0,24,29.921481401479607,160.0,299.21481401479605
L2_3C24L,13,103,369.41,24,24,237.633403301239,17,0,22,31.22198546098476,120.0,312.21985460984763
L2_3C24L,14,104,290.847,24,24,258.0727047920227,13,0,13,23.090958362221677,110.0,230.90958362221673
L2_3C24L,15,105,257.188,24,24,291.83652782440186,4,0,2,10.544901812330325,110.0,105.44901812330325
L2_3C24L,16,106,339.686,24,24,271.02544832229614,5,0,16,18.24851189544111,140.0,182.48511895441118
L2_3C24L,17,107,380.71,24,24,259.50834250450134,8,0,14,21.638831792160353,140.0,216.38831792160352
