ep,seed,makespan,done,total,reward,soft,hardExecuted,hardMask,travel,setup,move
108,108,266.199,24,24,280.83531856536865,5,0,4,18.882263120200715,120.0,188.82263120200713
109,109,307.18,24,24,256.0149667263031,12,0,8,16.616776866084788,130.0,166.16776866084786
110,110,289.856,24,24,275.63774013519287,7,0,6,14.540871700582422,120.0,145.40871700582423
111,101,258.357,24,24,281.8856043815613,6,0,5,18.714627797051243,110.0,187.14627797051244
112,102,303.681,24,24,259.04763078689575,11,0,15,16.507862317661463,130.0,165.07862317661463
113,103,357.686,24,24,272.30823850631714,7,0,17,20.63919685869576,120.0,206.3919685869576
114,104,253.439,24,24,279.8066186904907,9,0,2,15.64459314343231,100.0,156.4459314343231
115,105,358.431,24,24,271.36741876602173,9,0,25,12.10859199658375,110.0,121.08591996583749
116,106,294.2,24,24,261.04065799713135,11,0,11,23.19780312757472,120.0,231.97803127574718
117,107,330.179,24,24,284.5152254104614,5,0,26,13.282557377969903,110.0,132.82557377969903
118,108,322.059,24,24,288.30299854278564,6,0,19,17.32333674411493,90.0,173.23336744114928
119,109,296.524,24,24,257.37136363983154,9,0,9,20.428786004881946,150.0,204.28786004881948
120,110,283.772,24,24,274.49731254577637,6,0,9,16.675623422059253,130.0,166.75623422059255
121,101,259.007,24,24,292.4541816711426,3,0,5,18.486048884081466,110.0,184.86048884081464
122,102,259.016,24,24,297.0528221130371,4,0,6,18.15726203308938,90.0,181.57262033089384
123,103,407.94,24,24,265.3818850517273,7,0,23,25.393707893176856,130.0,253.93707893176858
124,104,245.207,24,24,290.50547647476196,8,0,6,14.981745606907609,80.0,149.8174560690761
125,105,334.494,24,24,283.2309536933899,7,0,18,15.89681350172752,100.0,158.96813501727522
126,106,307.243,24,24,271.6806106567383,6,0,7,29.397968059789427,130.0,293.9796805978943
127,107,366.286,24,24,249.47889924049377,11,0,34,11.736999014007823,150.0,117.36999014007824
128,108,288.889,24,24,269.5988817214966,8,0,10,26.33704479837558,120.0,263.3704479837558
129,109,316.816,24,24,251.99799942970276,12,0,11,16.673291010681307,140.0,166.73291010681305
130,110,280.243,24,24,272.2205014228821,10,0,7,14.264970966058108,110.0,142.6497096605811
131,101,293.882,24,24,288.36169815063477,3,0,6,17.12767138671635,120.0,171.27671386716352
132,102,272.89,24,24,299.9429636001587,3,0,2,18.52344134873019,90.0,185.2344134873019
133,103,393.851,24,24,270.32744693756104,7,0,33,17.241831373415188,120.0,172.41831373415187
134,104,286.865,24,24,280.85342025756836,7,0,6,17.155252668942264,110.0,171.55252668942262
135,105,292.63,24,24,296.35873222351074,5,0,9,10.470883013058979,90.0,104.70883013058979
136,106,299.454,24,24,269.3471975326538,8,0,8,30.509354241938368,120.0,305.09354241938365
137,107,270.171,24,24,272.2126922607422,10,0,8,14.291020081474791,110.0,142.9102008147479
138,108,437.239,24,24,263.5987801551819,7,0,19,31.33735075240644,130.0,313.3735075240644
139,109,301.291,24,24,257.5086064338684,10,0,8,18.30462550247234,140.0,183.0462550247234
140,110,291.971,24,24,275.7022542953491,7,0,7,15.992471962871967,120.0,159.92471962871969
141,101,245.545,24,24,301.80043601989746,2,0,1,12.331885287562402,100.0,123.31885287562402
142,102,293.339,24,24,276.9494729042053,9,0,12,16.835087903659772,100.0,168.35087903659775
143,103,323.739,24,24,256.88441705703735,11,0,24,18.718592525332934,130.0,187.18592525332934
144,104,250.529,24,24,305.5119915008545,3,0,5,14.96002372911464,80.0,149.60023729114639
145,105,304.654,24,24,275.45085096359253,6,0,8,11.830471799107558,130.0,118.30471799107558
146,106,257.938,24,24,286.6358013153076,4,0,2,17.88064835621843,120.0,178.8064835621843
147,107,438.713,24,24,274.8915114402771,4,0,40,18.6949312361391,130.0,186.949312361391
148,108,331.188,24,24,277.7985019683838,6,0,25,12.338323576213655,120.0,123.38323576213655
149,109,398.399,24,24,257.60545682907104,4,0,13,32.981817714986846,170.0,329.81817714986846
150,110,279.664,24,24,282.18504905700684,8,0,6,14.383166677807319,100.0,143.83166677807318
